_fila_extraida,Nro Inscripción,Período,Operador,Bandera,Fecha de baja,CUIT,Tipo Negocio,Dirección,Localidad,Provincia,Producto,Canal de Comercialización,Precio sin impuestos,Precio con impuestos,Volumen,Precio surtidor,NO Movimientos,Excentos,Impuesto Combustible Líquidos,Impuesto Dióxido Carbono,Tasa Vial,tasa Municipal,Ingresos Brutos,Iva,Fondo fiduciario GNC
137054,3978,2025/07,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 2,Al público,978.65,1371.57,45.18,1373.00,NO,0,159.44,18.17,0,0,9.79,205.51,0
138830,1036,2025/07,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1058.62,1526.21,184.48,1550.00,NO,0,215.32,13.19,16.84,0,0,221.05,0
138831,1036,2025/07,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Kerosene,Al público,1025.36,1550.00,5.49,1550.00,NO,0,277.65,15.26,16.41,0,0,215.33,0
138832,1036,2025/07,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,900.03,1331.69,332.94,1345.00,NO,0,215.03,13.07,14.35,0,0,188.39,0
138833,1036,2025/07,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,GNC,Al público,528.46,659.00,88782.20,659.00,NO,0,0,0,8.46,0,0,5664.92,11.11
138834,1036,2025/07,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 2,Al público,945.63,1336.02,47.39,1347.00,NO,0,158.73,17.99,15.04,0,0,197.43,0
138835,1036,2025/07,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 3,Al público,1072.97,1488.09,135.65,1504.00,NO,1,154.90,17.53,17.18,0,0,225.46,0
142973,719,2025/07,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,GNC,Al público,415.12,514.90,87214.00,514.90,NO,0,0,0,18.68,10.08,14.81,87.17,8.02
142974,719,2025/07,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 3,Al público,1093.01,1481.00,34.92,1481.00,NO,0,154.62,17.62,27.33,10.08,44.28,229.53,0
142975,719,2025/07,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 2,Al público,928.19,1302.00,54.04,1302.00,NO,0,157.89,18.00,23.20,10.08,38.64,194.92,0
142976,719,2025/07,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1092.46,1555.00,55.96,1555.00,NO,0,215.32,13.19,32.77,10.08,46.23,229.42,0
142977,719,2025/07,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,912.25,1329.00,183.36,1329.00,NO,0,215.32,13.19,22.81,10.08,39.93,191.57,0
142978,719,2025/07,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Kerosene,Al público,819.99,1302.00,2.65,1302.00,NO,0,277.65,31.66,20.50,10.08,39.53,172.20,0
144064,8252,2025/07,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (común) hasta 92 Ron,Al público,910.28,1360.41,147.99,1395.00,NO,0,244.68,14.99,0,0,0,197.04,0
144065,8252,2025/07,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1131.88,1608.90,54.77,1610.00,NO,0,215.32,13.19,0,0,0,239.76,0
144066,8252,2025/07,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 2,Al público,881.55,1328.66,244.85,1403.00,NO,0,158.58,18.07,0,0,0,212.84,0
144067,8252,2025/07,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 3,Al público,1072.81,1498.10,132.23,1555.00,NO,0,155.14,17.68,0,0,0,239.88,0
144069,8252,2025/07,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Kerosene,Al público,918.48,1433.71,9.90,1393.00,NO,0,277.65,31.66,0,0,0,188.08,0
144070,8252,2025/07,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,GNC,Al público,612.17,750.00,58445.90,750.00,NO,0,0,0,0,0,0,128.56,9.28
146954,10979,2025/07,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 2,Al público,973.07,1349.01,197.00,1349.01,NO,0,154.10,17.48,0,6.81,24.62,204.35,0
146955,10979,2025/07,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 3,Al público,1151.01,1566.98,31.10,1566.98,NO,0,156.45,17.83,0,8.06,28.78,241.71,0
146956,10979,2025/07,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,947.02,1356.02,110.18,1356.05,NO,0,197.98,12.13,0,6.63,23.68,198.87,0
146957,10979,2025/07,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1101.65,1533.00,6.29,1533.00,NO,0,188.45,11.54,0,7.71,27.54,231.35,0
148006,7672,2025/07,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 2,Al público,989.59,1374.55,77.33,1430.00,NO,0,158.41,18.06,0,0,0,217.56,0
148007,7672,2025/07,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1091.89,1549.57,10.42,1615.00,NO,0,215.32,13.19,0,0,0,240.63,0
148008,7672,2025/07,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 3,Al público,1134.29,1545.18,29.47,1602.00,NO,0,155.31,17.70,0,0,0,248.01,0
148009,7672,2025/07,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,922.66,1344.79,57.48,1387.00,NO,0,215.32,13.19,0,0,0,201.06,0
148221,189,2025/07,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,941.52,1367.67,116.39,1390.00,NO,0,215.25,13.18,0,0,0,685.81,0
148224,189,2025/07,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 2,Al público,1066.81,1467.03,32.04,1490.00,NO,0,158.17,18.03,0,0,0,227.22,0
148225,189,2025/07,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1184.27,1661.36,16.86,1719.00,NO,0,215.22,13.18,0,0,0,814.69,0
148227,189,2025/07,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 3,Al público,1242.37,1679.35,16.36,1729.00,NO,0,158.07,18.02,0,0,0,260.90,0
149233,4653,2025/07,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1184.13,1699.00,4.00,1699.00,NO,0,244.68,14.98,0,0,0,255.21,0
149234,4653,2025/07,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 2,Al público,1071.05,1491.00,36.00,1491.00,NO,0,172.27,19.64,0,0,0,227.94,0
149235,4653,2025/07,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 3,Al público,1153.75,1733.00,6.00,1733.00,NO,0,277.65,31.66,0,0,0,269.94,0
149238,4653,2025/07,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,968.43,1438.00,63.00,1438.00,NO,0,244.68,14.98,0,0,0,209.91,0
149335,2951,2025/07,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,878.08,1340.00,226.93,1340.00,NO,0,215.32,13.19,0,0,0,233.41,0
149336,2951,2025/07,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1058.99,1569.00,28.54,1569.00,NO,0,215.32,13.19,0,0,0,281.50,0
149337,2951,2025/07,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 2,Al público,949.85,1379.00,128.88,1379.00,NO,0,158.58,18.07,0,0,0,252.49,0
149338,2951,2025/07,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 3,Al público,1112.77,1581.00,82.71,1581.00,NO,0,154.79,17.64,0,0,0,295.80,0
149917,563,2025/07,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 3,Al público,1082.54,1481.43,307.79,1503.00,NO,0,155.13,17.69,0,0,0,227.33,0
149920,563,2025/07,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,GNC,Al público,577.69,699.00,97841.90,699.00,NO,0,0,0,0,0,0,121.32,9.99
149923,563,2025/07,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1071.24,1523.24,153.33,1550.00,NO,0,215.32,13.19,0,0,0,224.96,0
149924,563,2025/07,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (común) hasta 92 Ron,Al público,909.36,1327.33,265.28,1346.00,NO,0,215.32,13.19,0,0,0,190.97,0
149926,563,2025/07,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 2,Al público,961.91,1339.41,296.62,1503.00,NO,0,158.60,18.05,0,0,0,202.00,0
151188,6644,2025/07,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,922.38,1344.39,279.55,1365.00,NO,0,215.13,13.18,0,0,0,737.90,0
151189,6644,2025/07,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1090.16,1547.33,123.74,1564.00,NO,0,215.06,13.17,0,0,0,337.14,0
151190,6644,2025/07,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,GNC,Al público,546.05,672.01,149836.00,672.00,NO,0,0,0,0,0,0,2407.44,11.29
151191,6644,2025/07,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 2,Al público,977.69,1355.84,919.49,1377.00,NO,0,155.12,17.71,0,0,0,205.39,0
151192,6644,2025/07,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 3,Al público,1099.62,1502.91,344.08,1521.00,NO,0,154.75,17.62,0,0,0,231.07,0
151262,1907,2025/07,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1147.89,1567.00,66.27,1567.00,NO,0,159.83,18.22,0,0,0,241.06,0
151263,1907,2025/07,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,977.53,1367.00,81.16,1367.00,NO,0,165.35,18.85,0,0,0,205.28,0
151264,1907,2025/07,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,902.48,1327.00,197.89,1327.00,NO,0,221.44,0,0,0,0,189.52,0
151265,1907,2025/07,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1095.04,1560.00,49.80,1560.00,NO,0,221.44,13.56,0,0,0,229.96,0
152909,723,2025/08,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (común) hasta 92 Ron,Al público,1114.59,1423.46,196.35,1441.00,NO,0,251.64,15.41,14.48,0,0,234.06,0
152910,723,2025/08,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 3,Al público,1584.06,1584.06,37.00,1612.00,NO,0,277.65,31.66,16.20,0,0,261.90,0
152911,723,2025/08,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1302.84,1658.33,77.63,1689.00,NO,0,251.64,15.41,16.93,0,0,273.56,0
152912,723,2025/08,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,GNC,Al público,387.74,509.00,80956.90,509.00,NO,0,0,0,5.04,0,0,81.42,9.89
152913,723,2025/08,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 2,Al público,1091.28,1383.35,53.34,1404.00,NO,0,177.98,20.29,14.18,0,0,229.16,0
155522,9641,2025/08,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 2,Al público,1123.00,1530.00,45.97,1549.00,NO,0,186.56,21.26,0,0,0,235.80,0
155523,9641,2025/08,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (común) hasta 92 Ron,Al público,1014.00,1449.00,18.63,1485.00,NO,0,262.16,16.06,0,0,0,212.90,0
155524,9641,2025/08,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 3,Al público,1310.40,1757.00,23.30,1789.00,NO,0,186.56,21.26,0,0,0,275.10,0
155525,9641,2025/08,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1254.00,1739.00,5.95,1770.00,NO,0,262.16,16.06,0,0,0,263.30,0
155772,104,2025/08,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,1072.64,1480.67,177.92,1499.00,NO,0,221.44,13.56,0,0,0,173.03,0
155773,104,2025/08,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1322.38,1763.95,93.28,1799.00,NO,0,221.44,13.56,0,0,0,206.57,0
155774,104,2025/08,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,1205.63,1586.33,13.35,1592.00,NO,0,164.64,18.76,0,0,0,197.30,0
155775,104,2025/08,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1391.69,1795.01,68.91,1823.00,NO,0,164.64,18.76,0,0,0,219.92,0
157347,683,2025/08,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (común) hasta 92 Ron,Al público,1234.31,1728.52,34.03,1791.00,NO,0,221.44,13.56,0,0,0,205.30,0
157348,683,2025/08,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 2,Al público,1106.41,1525.61,9.65,1574.00,NO,0,167.72,19.12,0,0,0,191.18,0
157349,683,2025/08,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 3,Al público,1291.40,1749.45,14.72,1799.00,NO,0,167.72,19.12,0,0,0,216.66,0
157350,683,2025/08,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,1013.89,1461.81,103.04,1517.00,NO,0,221.44,13.56,0,0,0,173.46,0
157856,475,2025/08,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (común) hasta 92 Ron,Al público,946.13,1333.50,229.39,1333.50,NO,0,251.64,15.41,15,0,0,198.69,0
157857,475,2025/08,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,GNC,Al público,470.25,569.00,115101.00,569.00,NO,0,0,0,0,0,0,98.75,0
157858,475,2025/08,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 2,Al público,960.08,1309.83,56.82,1309.83,NO,0,277.65,31.66,15,0,0,201.62,0
157859,475,2025/08,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 3,Al público,1123.95,1511.17,32.55,1511.17,NO,0,177.99,20.29,20,0,0,236.03,0
157860,475,2025/08,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1131.34,1565.13,67.09,1565.33,NO,0,251.64,15.41,20,0,0,237.58,0
158528,2298,2025/08,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 2,Al público,1017.34,1408.60,125.50,1458.00,NO,0,159.44,18.17,0,0,0,213.64,0
158529,2298,2025/08,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,943.37,1401.14,335.97,1436.00,NO,0,244.68,14.99,0,0,0,198.11,0
158530,2298,2025/08,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 3,Al público,1151.14,1565.70,118.62,1610.00,NO,0,155.14,17.68,0,0,0,241.74,0
158531,2298,2025/08,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Kerosene,Al público,913.68,1390.46,2.50,1397.00,NO,0,255.74,29.16,0,0,0,191.87,0
158532,2298,2025/08,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1150.72,1620.88,74.84,1670.00,NO,0,215.32,13.19,0,0,0,241.65,0
158533,2298,2025/08,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,GNC,Al público,726.45,879.00,124340.00,879.00,NO,0,0,0,0,0,0,152.55,0
158803,3978,2025/08,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 3,Al público,1204.76,1656.95,30.57,1696.00,NO,0,197.98,19.15,0,0,12.05,253.00,0
158804,3978,2025/08,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (común) hasta 92 Ron,Al público,1144.03,1630.72,7.74,1659.00,NO,0,221.44,13.56,0,0,11.44,240.24,0
