fila_extraida,operador,periodo,producto,volumen_original,precio_original,motivo
156662,COMBUSTIBLES ALONSO Y CIA SRL,2025/08,Nafta (súper) entre 92 y 95 Ron,148303.00,1386.44,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156663,COMBUSTIBLES ALONSO Y CIA SRL,2025/08,Gas Oil Grado 2,79138.20,1409.03,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156664,COMBUSTIBLES ALONSO Y CIA SRL,2025/08,Nafta (premium) de más de 95 Ron,96879.40,1677.50,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178315,COMBUSTIBLES ALONSO Y CIA SRL,2025/09,Nafta (súper) entre 92 y 95 Ron,161147.00,1446.62,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178316,COMBUSTIBLES ALONSO Y CIA SRL,2025/09,Gas Oil Grado 3,49850.30,1671.23,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178317,COMBUSTIBLES ALONSO Y CIA SRL,2025/09,Gas Oil Grado 2,84680.50,1471.65,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178318,COMBUSTIBLES ALONSO Y CIA SRL,2025/09,Nafta (premium) de más de 95 Ron,87136.10,1756.16,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200114,COMBUSTIBLES ALONSO Y CIA SRL,2025/10,Gas Oil Grado 3,53169.50,1714.01,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200116,COMBUSTIBLES ALONSO Y CIA SRL,2025/10,Gas Oil Grado 2,70639.30,1490.54,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200118,COMBUSTIBLES ALONSO Y CIA SRL,2025/10,Nafta (súper) entre 92 y 95 Ron,182516.00,1467.97,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200119,COMBUSTIBLES ALONSO Y CIA SRL,2025/10,Nafta (premium) de más de 95 Ron,91203.00,1797.81,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221839,COMBUSTIBLES ALONSO Y CIA SRL,2025/11,Nafta (premium) de más de 95 Ron,92082.50,1878.21,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221840,COMBUSTIBLES ALONSO Y CIA SRL,2025/11,Gas Oil Grado 2,60443.50,1573.50,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221841,COMBUSTIBLES ALONSO Y CIA SRL,2025/11,Nafta (súper) entre 92 y 95 Ron,164323.00,1563.83,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221844,COMBUSTIBLES ALONSO Y CIA SRL,2025/11,Gas Oil Grado 3,46535.30,1801.96,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3994,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/01,Nafta (súper) entre 92 y 95 Ron,66876.70,1156.31,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3995,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/01,Nafta (premium) de más de 95 Ron,40155.10,1408.92,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3996,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/01,Gas Oil Grado 3,17559.40,1453.92,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
3997,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/01,Gas Oil Grado 2,5706.10,1205.37,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25872,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/02,Gas Oil Grado 2,9149.76,1233.79,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25873,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/02,Gas Oil Grado 3,26755.80,1486.83,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25874,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/02,Nafta (súper) entre 92 y 95 Ron,105515.00,1216.44,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
25875,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/02,Nafta (premium) de más de 95 Ron,52368.10,1473.02,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47687,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/03,Nafta (premium) de más de 95 Ron,60367.30,1482.36,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47688,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/03,Gas Oil Grado 2,18066.80,1210.64,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47689,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/03,Nafta (súper) entre 92 y 95 Ron,88193.30,1243.68,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47690,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/03,Gas Oil Grado 3,35228.60,1479.77,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69528,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/04,Gas Oil Grado 3,29558.40,1498.75,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69529,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/04,Nafta (súper) entre 92 y 95 Ron,92869.30,1240.68,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69531,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/04,Nafta (premium) de más de 95 Ron,55247.10,1499.97,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69532,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/04,Gas Oil Grado 2,10312.90,1239.13,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91331,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/05,Nafta (súper) entre 92 y 95 Ron,77379.00,1228.12,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91332,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/05,Gas Oil Grado 3,26373.50,1442.23,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91333,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/05,Gas Oil Grado 2,9309.99,1221.62,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91334,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/05,Nafta (premium) de más de 95 Ron,52145.50,1452.87,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113170,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/06,Nafta (premium) de más de 95 Ron,44907.20,1514.67,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113171,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/06,Gas Oil Grado 3,28500.50,1494.11,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113172,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/06,Nafta (súper) entre 92 y 95 Ron,83272.70,1279.45,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
113173,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/06,Gas Oil Grado 2,8936.48,1270.35,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134912,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/07,Gas Oil Grado 3,23741.00,1531.45,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134913,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/07,Nafta (súper) entre 92 y 95 Ron,32653.10,1339.90,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
134914,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/07,Nafta (premium) de más de 95 Ron,26727.40,1539.36,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156665,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/08,Nafta (súper) entre 92 y 95 Ron,69829.10,1403.26,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156666,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/08,Gas Oil Grado 2,6606.01,1407.57,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156667,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/08,Nafta (premium) de más de 95 Ron,35500.80,1654.30,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
156668,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/08,Gas Oil Grado 3,21267.70,1636.97,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178320,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/09,Gas Oil Grado 2,12099.30,1396.33,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178321,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/09,Gas Oil Grado 3,29269.70,1645.88,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178322,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/09,Nafta (premium) de más de 95 Ron,44950.20,1692.60,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
178323,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/09,Nafta (súper) entre 92 y 95 Ron,91291.80,1402.90,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200120,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/10,Gas Oil Grado 2,18173.10,1441.47,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200121,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/10,Gas Oil Grado 3,21606.10,1739.17,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200122,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/10,Nafta (súper) entre 92 y 95 Ron,87632.50,1487.40,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
200123,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/10,Nafta (premium) de más de 95 Ron,44641.80,1751.76,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221845,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/11,Nafta (premium) de más de 95 Ron,38354.40,1821.93,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221846,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/11,Gas Oil Grado 2,9694.45,1501.45,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221847,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/11,Gas Oil Grado 3,26760.00,1785.51,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
221848,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/11,Nafta (súper) entre 92 y 95 Ron,53823.10,1554.79,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
243550,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/12,Gas Oil Grado 3,19940.80,1939.61,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
243551,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/12,Nafta (súper) entre 92 y 95 Ron,54429.70,1631.32,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
243552,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/12,Nafta (premium) de más de 95 Ron,43102.80,1878.24,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
243553,COMBUSTIBLES ALONSO Y CIA S.R.L.,2025/12,Gas Oil Grado 2,12002.00,1586.10,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
4168,COMBUSTIBLES DEL OESTE,2025/01,Gas Oil Grado 3,38305.00,1453.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
4169,COMBUSTIBLES DEL OESTE,2025/01,Nafta (premium) de más de 95 Ron,67798.00,1483.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
4170,COMBUSTIBLES DEL OESTE,2025/01,Gas Oil Grado 2,29838.00,1234.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
4171,COMBUSTIBLES DEL OESTE,2025/01,Nafta (súper) entre 92 y 95 Ron,167953.00,1203.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
26049,COMBUSTIBLES DEL OESTE,2025/02,Nafta (súper) entre 92 y 95 Ron,158386.00,1226.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
26050,COMBUSTIBLES DEL OESTE,2025/02,Gas Oil Grado 2,29470.00,1258.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
26051,COMBUSTIBLES DEL OESTE,2025/02,Nafta (premium) de más de 95 Ron,63893.00,1513.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
26052,COMBUSTIBLES DEL OESTE,2025/02,Gas Oil Grado 3,39789.00,1482.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
47862,COMBUSTIBLES DEL OESTE,2025/03,Nafta (premium) de más de 95 Ron,75.00,1.57,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
47863,COMBUSTIBLES DEL OESTE,2025/03,Gas Oil Grado 3,42.00,1.54,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
47864,COMBUSTIBLES DEL OESTE,2025/03,Gas Oil Grado 2,33.00,1.31,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
47865,COMBUSTIBLES DEL OESTE,2025/03,Nafta (súper) entre 92 y 95 Ron,180.00,1.25,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
69705,COMBUSTIBLES DEL OESTE,2025/04,Gas Oil Grado 2,33.00,1.33,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
69706,COMBUSTIBLES DEL OESTE,2025/04,Nafta (premium) de más de 95 Ron,76.00,1.59,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
69707,COMBUSTIBLES DEL OESTE,2025/04,Gas Oil Grado 3,41.00,1.56,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
69708,COMBUSTIBLES DEL OESTE,2025/04,Nafta (súper) entre 92 y 95 Ron,177.00,1.30,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
91505,COMBUSTIBLES DEL OESTE,2025/05,Nafta (premium) de más de 95 Ron,76.00,1.54,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
91506,COMBUSTIBLES DEL OESTE,2025/05,Gas Oil Grado 2,33.00,1.30,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
91507,COMBUSTIBLES DEL OESTE,2025/05,Nafta (súper) entre 92 y 95 Ron,171.00,1.26,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
91508,COMBUSTIBLES DEL OESTE,2025/05,Gas Oil Grado 3,43.00,1.50,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
113340,COMBUSTIBLES DEL OESTE,2025/06,Nafta (súper) entre 92 y 95 Ron,168.00,1.33,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
113341,COMBUSTIBLES DEL OESTE,2025/06,Gas Oil Grado 2,34.00,1.38,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
113342,COMBUSTIBLES DEL OESTE,2025/06,Nafta (premium) de más de 95 Ron,75.00,1.62,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
113343,COMBUSTIBLES DEL OESTE,2025/06,Gas Oil Grado 3,41.00,1.59,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
135073,COMBUSTIBLES DEL OESTE,2025/07,Nafta (súper) entre 92 y 95 Ron,180.00,1.34,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
135074,COMBUSTIBLES DEL OESTE,2025/07,Gas Oil Grado 3,42.00,1.58,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
135075,COMBUSTIBLES DEL OESTE,2025/07,Gas Oil Grado 2,33.00,1.39,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
135076,COMBUSTIBLES DEL OESTE,2025/07,Nafta (premium) de más de 95 Ron,75.00,1.63,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
